;atomization_energy;atomtypes;coordinates;dipole;forces;heavy;name;nuclear_charges;size;smiles;total_energy
10;-541.2332856844804;['C', 'C', 'H', 'H', 'H', 'H'];[[0.644757, -0.148967, 0.128095], [-0.682604, 0.113537, -0.111977], [1.172069, -1.061513, -0.122171], [1.355918, 0.70881, 0.649916], [-0.746017, 1.250835, 0.04701], [-1.310125, -0.506564, -0.792771]];[0.2448, 0.0283, -0.3643];[[-2.5368186770060914, 46.67094021813771, 22.257248087171007], [80.38978437843883, 43.91906222085939, -10.024779393294345], [-1.8246513132878577, -6.176390456024454, 1.6314561615828274], [-46.71464958213527, -55.129749231656106, -31.346256955791148], [-34.86130210861644, -43.54636933642751, -5.838718424737996], [5.547636116785785, 14.262505399289923, 23.32105052506966]];2;mc_amon00011_001_011;[6, 6, 1, 1, 1, 1];6;C=C;-49275.43712779762
11;-539.479011099686;['C', 'C', 'H', 'H', 'H', 'H'];[[0.623355, -0.1439, 0.087264], [-0.586146, 0.143064, -0.119884], [0.99379, -1.239863, 0.118746], [1.032035, 0.669544, 0.668471], [-1.140914, 1.121812, 0.27615], [-1.315374, -0.557883, -0.651616]];[-0.1881, -0.1071, 0.3536];[[93.23076663200791, -50.12413057321908, 55.43194505451296], [-186.3854545427464, 32.53897355777736, -34.64262603413388], [-1.7288606886616136, 52.01798403149256, -15.821392869918897], [36.88322068310384, -9.63714753524225, 4.542753569525958], [36.81770051248644, -44.03823130753696, -28.795662595617404], [21.1826274038098, 19.24255182672837, 19.284984061452324]];2;mc_amon00011_001_012;[6, 6, 1, 1, 1, 1];6;C=C;-49273.68285321282
12;-549.9946766269874;['C', 'C', 'H', 'H', 'H', 'H'];[[0.645067, -0.111158, 0.104413], [-0.618906, 0.133969, -0.118855], [0.750666, -1.163232, 0.026342], [1.339351, 0.483275, 0.708999], [-1.17043, 1.004472, 0.122176], [-1.255366, -0.562808, -0.660455]];[-0.221, -0.0898, 0.2354];[[4.82650987501542, -10.620385290829597, 33.75391956121496], [-38.40336619412445, 12.421787396560855, -20.08193170132373], [38.387865141325314, -22.588543958657816, -12.76753368339423], [-5.911919158312866, -1.4612801681501995, -10.56523631113793], [-3.1807538973597036, 31.81973277148057, 5.30382182180989], [4.281661861814182, -9.571311936224863, 4.356960312831043]];2;mc_amon00011_001_013;[6, 6, 1, 1, 1, 1];6;C=C;-49284.19851874012
13;-541.1105783403553;['C', 'C', 'H', 'H', 'H', 'H'];[[0.647033, -0.162342, 0.119599], [-0.622411, 0.147843, -0.15493], [1.012357, -1.16672, -0.050137], [1.015508, 0.78766, 0.66471], [-0.970276, 1.026215, 0.277051], [-1.316363, -0.484903, -0.47767]];[-0.2055, -0.1262, 0.2652];[[-31.762764742294266, 59.27297834379379, 20.56984133086498], [71.71932290853222, 11.326455162695536, 34.75245085091724], [20.53880839391934, 7.747299780484338, 1.7871082187636327], [27.30920863234229, -56.86936294562238, -17.77663035497843], [-20.65017833553419, 44.48629379224885, 3.9866959899148204], [-67.15439685696539, -65.96366413360012, -43.31946603548225]];2;mc_amon00011_001_014;[6, 6, 1, 1, 1, 1];6;C=C;-49275.31442045349
14;-547.701524704475;['C', 'C', 'H', 'H', 'H', 'H'];[[0.61522, -0.160568, 0.118235], [-0.601294, 0.136042, -0.140781], [1.168628, -1.058073, -0.101822], [1.208612, 0.714, 0.72277], [-1.059281, 1.089765, 0.114036], [-1.450974, -0.453348, -0.493042]];[-0.1267, -0.0409, 0.0733];[[100.53897466404302, 52.76907122797705, 56.155268622693725], [-107.35194824989519, 20.066208899987764, -9.76618265307717], [-2.183601717541552, -8.161718150292836, -0.11349256129894268], [-23.59359607832816, -54.93643431202477, -40.389513290740155], [14.231347951133761, 8.729143010513868, 7.035881855671326], [18.358824616409166, -18.466270676161077, -12.921963159069842]];2;mc_amon00011_001_015;[6, 6, 1, 1, 1, 1];6;C=C;-49281.905366817606
15;-558.3031449735172;['C', 'C', 'H', 'H', 'H', 'H'];[[0.622433, -0.142079, 0.132744], [-0.627216, 0.155842, -0.142328], [1.059399, -1.129676, -0.087954], [1.300627, 0.534149, 0.592904], [-1.093875, 1.054731, 0.187302], [-1.223383, -0.627629, -0.559697]];[-0.0086, -0.048, 0.131];[[21.123491693739407, -23.480922919376546, -4.182897197988105], [-1.7181645827674723, -17.035213529177614, 6.818539829872902], [-7.045019792702395, 10.010566142158293, -2.0669513147796272], [11.568434992503114, 16.652032057535795, 10.69738183759373], [-7.378925656325905, 17.79633395758786, -1.8234809079089753], [-16.549814282804647, -3.9427957087277914, -9.442591060968873]];2;mc_amon00011_001_016;[6, 6, 1, 1, 1, 1];6;C=C;-49292.50698708665
16;-555.3003360606054;['C', 'C', 'H', 'H', 'H', 'H'];[[0.637386, -0.139249, 0.125997], [-0.63068, 0.119366, -0.118693], [1.070499, -1.05463, -0.049646], [1.270153, 0.593508, 0.585491], [-1.006706, 1.11883, 0.081195], [-1.394071, -0.429773, -0.716313]];[0.0541, 0.0636, -0.0903];[[-18.342856350115316, 24.217004736261867, 10.122695009246788], [-34.481153967227094, 22.844003016369907, -26.843144198231403], [23.952662693045006, -51.25517973718767, -14.552617705621135], [5.35118944375462, 9.581977210771637, 7.758765484241593], [0.5538898987270482, 3.7544541225909116, 6.397899457001593], [22.966269467636785, -9.142258162985598, 17.11640313918362]];2;mc_amon00011_001_017;[6, 6, 1, 1, 1, 1];6;C=C;-49289.50417817374
17;-538.3224315078944;['C', 'C', 'H', 'H', 'H', 'H'];[[0.610681, -0.169798, 0.105671], [-0.605234, 0.136675, -0.083629], [1.163702, -1.028678, -0.190471], [1.05868, 0.726876, 0.667313], [-0.98239, 1.11281, -0.160375], [-1.257164, -0.40145, -0.638523]];[0.0677, 0.0703, -0.3333];[[89.53997687008714, 60.89552543180869, 59.430088960869256], [-60.455420992180564, 21.68016590029788, -37.97366496259048], [5.329490104313724, -18.103921708770727, 5.557151144911571], [18.22673838100599, -42.01196195560769, -22.327304023314476], [-4.907098273747772, 42.07492905349893, 32.80001071772071], [-47.733686089478525, -64.53473553540603, -37.48628183759658]];2;mc_amon00011_001_018;[6, 6, 1, 1, 1, 1];6;C=C;-49272.52627362103
18;-537.2394981222695;['C', 'C', 'H', 'H', 'H', 'H'];[[0.574502, -0.176954, 0.126927], [-0.587763, 0.144689, -0.148272], [1.270314, -0.934755, -0.112628], [1.198977, 0.720931, 0.622364], [-0.931058, 1.191898, 0.237337], [-1.363433, -0.632046, -0.502903]];[0.0834, -0.0686, 0.0377];[[202.00671995108698, 61.05830545933647, 64.6414297846106], [-199.38975874406427, 34.5582311498228, -13.47069473621823], [-3.238942136409095, -36.71858603144986, -7.377891620368068], [-24.86644690958359, -47.00596549683484, -22.156243407376632], [0.9626056550937602, -49.8427921568558, -24.38881123364177], [24.525822183876247, 37.95080707598123, 2.752211212994096]];2;mc_amon00011_001_019;[6, 6, 1, 1, 1, 1];6;C=C;-49271.443340235404
19;-536.9354841520143;['C', 'C', 'H', 'H', 'H', 'H'];[[0.640282, -0.123479, 0.122076], [-0.629763, 0.094089, -0.101344], [1.118674, -1.069394, -0.095292], [1.256266, 0.60646, 0.643881], [-0.894548, 1.055715, -0.084975], [-1.550552, -0.251666, -0.755077]];[0.0755, 0.2825, -0.1788];[[22.322565482388423, -36.977425864982806, 7.310965065982321], [-58.44675989706085, -31.842295388647734, -69.85004440575212], [3.7119187214353864, -5.99865959666593, 1.9510444218176608], [-2.407753913644858, 2.6548517471153072, -4.798204326490679], [-22.661192099622195, 101.69515493357862, 33.33841616514336], [57.48121933486199, -29.531623458755366, 32.04782307929945]];2;mc_amon00011_001_020;[6, 6, 1, 1, 1, 1];6;C=C;-49271.13932626515
